iter	Logloss
440	0.3630956268
441	0.3628083611
442	0.362660985
443	0.3625082874
444	0.3623071098
445	0.3621144295
446	0.3619538975
447	0.3617859554
448	0.3615458775
449	0.3613804436
450	0.3611944056
451	0.3610703468
452	0.3609062433
453	0.3606964636
454	0.3606234694
455	0.3603597069
456	0.3602300692
457	0.3599845982
458	0.3598185635
459	0.3596882057
460	0.3595475483
461	0.3594062614
462	0.3591839647
463	0.3590462542
464	0.3588766003
465	0.3586974287
466	0.3585566092
467	0.3584566784
468	0.3583087873
469	0.3581691504
470	0.3580125427
471	0.3577005768
472	0.3575649929
473	0.3574581289
474	0.357248702
475	0.3571251965
476	0.356875391
477	0.3567465067
478	0.35655653
479	0.356358242
480	0.3562457991
481	0.3560978222
482	0.355941925
483	0.3556288719
484	0.3554941463
485	0.3552106857
486	0.3551584816
487	0.3550105762
488	0.3548576212
489	0.3547059631
490	0.3545672417
491	0.3544661379
492	0.354359684
493	0.3541928244
494	0.3540392399
495	0.3539205933
496	0.3538013458
497	0.3537490988
498	0.3536918879
499	0.3535094547
500	0.3533739424
501	0.3532569122
502	0.3531460857
503	0.3528906012
504	0.3527540493
505	0.3526649666
506	0.3525466251
507	0.3524515533
508	0.3522898245
509	0.3522147226
510	0.3520918894
511	0.3518553591
512	0.3516557312
513	0.3515598536
514	0.3513800097
515	0.3511994362
516	0.3510623026
517	0.3508173084
518	0.3507259083
519	0.3505008221
520	0.3503888607
521	0.3501734638
522	0.349942646
523	0.3497696972
524	0.3496545887
525	0.3494917679
526	0.3493915558
527	0.349221611
528	0.3491146564
529	0.3489723587
530	0.3487978745
531	0.3486343765
532	0.3485027218
533	0.3483827782
534	0.3481790447
535	0.3480853748
536	0.347911911
537	0.3478279781
538	0.3477254248
539	0.3476073933
540	0.3474327183
541	0.3473100948
542	0.3472025061
543	0.3470904112
544	0.3467828226
545	0.3466842222
546	0.3465770245
547	0.3463617182
548	0.3461695957
549	0.3460971403
550	0.3460010529
551	0.3458709145
552	0.3457586813
553	0.3455848312
554	0.3454711342
555	0.3453999424
556	0.3452822161
557	0.3451830292
558	0.3450395823
559	0.344873476
560	0.3447099209
561	0.3445686817
562	0.344472003
563	0.3443882608
564	0.3441922188
565	0.3440217018
566	0.3439387321
567	0.3438286972
568	0.34371665
569	0.3434994125
570	0.343386178
571	0.3433104897
572	0.3430831242
573	0.3429729795
574	0.3428108978
575	0.3427673149
576	0.342641964
577	0.3425703764
578	0.3425262833
579	0.3423805904
580	0.3422502136
581	0.3420306778
582	0.341876297
583	0.3417490721
584	0.3416063023
585	0.3414374638
586	0.3413623714
587	0.3412231779
588	0.3411362553
589	0.3410747814
590	0.3409751034
591	0.3408759308
592	0.3407282734
593	0.3406327677
594	0.3405253601
595	0.3402951908
596	0.34022686
597	0.3401743364
598	0.3400851297
599	0.3399104691
600	0.339822154
601	0.3397286415
602	0.339670496
603	0.3395381641
604	0.3394607639
605	0.339303236
606	0.3391770935
607	0.3390394163
608	0.3389511395
609	0.3388557243
610	0.3387190866
611	0.3384545898
612	0.3383635664
613	0.3381655979
614	0.3380732012
615	0.3379382229
616	0.3378321743
617	0.3375927877
618	0.3374951649
619	0.3373664188
620	0.3372566557
621	0.3371097279
622	0.3369538021
623	0.3368581629
624	0.3367945337
625	0.3367116022
626	0.33660604
627	0.3365570831
628	0.3364430332
629	0.3363043118
630	0.3362246561
631	0.336184988
632	0.336100626
633	0.3359497452
634	0.3358305454
635	0.3357243061
636	0.3356493235
637	0.335526762
638	0.3354330206
639	0.3353584671
640	0.3352865934
641	0.3351286221
642	0.3350487709
643	0.3349325848
644	0.3347850466
645	0.3347364759
646	0.3346959686
647	0.3345323086
648	0.3344377327
649	0.3343214798
650	0.3342143917
651	0.3341300583
652	0.3340841341
653	0.3339754868
654	0.3337738657
655	0.3336580992
656	0.3335722446
657	0.3334890747
658	0.3334218502
659	0.3333081722
660	0.3331679296
661	0.3330724049
662	0.3329690266
663	0.3329091835
664	0.332764225
665	0.3327111149
666	0.3326167583
667	0.332525506
668	0.3324149323
669	0.3322517538
670	0.3321250725
671	0.3320405245
672	0.331833849
673	0.3317735386
674	0.3316682768
675	0.3315407372
676	0.3314018774
677	0.3312764454
678	0.3312303877
679	0.3311137009
680	0.3310166454
681	0.3308831692
682	0.3308441544
683	0.3307347965
684	0.3306282425
685	0.3304782724
686	0.3303546286
687	0.3302783871
688	0.3301854038
689	0.3299627209
690	0.329886241
691	0.3298579597
692	0.3297718334
693	0.3296375084
694	0.329567709
695	0.3294833946
696	0.3294503593
697	0.3292112446
698	0.3290709114
699	0.3288513422
700	0.3287397385
701	0.3286492062
702	0.3285391188
703	0.3283676147
704	0.328253231
705	0.3281482124
706	0.3280138969
707	0.3279081535
708	0.3278434181
709	0.3277542353
710	0.3276940107
711	0.327605238
712	0.3275521088
713	0.3274033928
714	0.3273592663
715	0.3272463989
716	0.3271201038
717	0.3270750618
718	0.3269457102
719	0.3269026756
720	0.3268250799
721	0.3267113113
722	0.3266819572
723	0.3266235352
724	0.3265402317
725	0.3264472055
726	0.3263653183
727	0.3262520027
728	0.3261403179
729	0.3260770702
730	0.326007452
731	0.3258507633
732	0.3257721806
733	0.3256169796
734	0.3255010414
735	0.3253120375
736	0.3252083015
737	0.3250629425
738	0.3249402666
739	0.3248464179
740	0.3247723508
741	0.3246996593
742	0.3246079397
743	0.3245371151
744	0.3244512796
745	0.3243829393
746	0.324296155
747	0.324247551
748	0.3241983652
749	0.3240865946
750	0.3239743805
751	0.323889699
752	0.323813138
753	0.3237697077
754	0.3237081909
755	0.3236431026
756	0.3235869789
757	0.3234954691
758	0.3233917022
759	0.3232609677
760	0.3231380105
761	0.322919991
762	0.3227609658
763	0.3226336932
764	0.3225753188
765	0.3224438524
766	0.3223779345
767	0.3222945929
768	0.3222100353
769	0.3221146202
770	0.3219821048
771	0.3219004822
772	0.3218360996
773	0.3217385149
774	0.3217090178
775	0.321618619
776	0.3215798569
777	0.321491046
778	0.3213759613
779	0.3212918329
780	0.3212330747
781	0.3211621094
782	0.321069963
783	0.3209292531
784	0.320829668
785	0.3207151008
786	0.3206417227
787	0.3205239511
788	0.3204020786
789	0.3203165531
790	0.320237627
791	0.3201200962
792	0.3199897504
793	0.3199399567
794	0.3198509932
795	0.3198229313
796	0.3197198677
797	0.3196357346
798	0.3195596433
799	0.3195177794
800	0.3194629049
801	0.3193537641
802	0.3192625117
803	0.3192012072
804	0.3191396379
805	0.3190608692
806	0.3190038538
807	0.3188675499
808	0.3187254381
809	0.3186320186
810	0.318456111
811	0.3182983398
812	0.3182593799
813	0.3182084155
814	0.3181324291
815	0.3181075025
816	0.318028214
817	0.3179628348
818	0.3179060674
819	0.3177896929
820	0.3177221441
821	0.3176456714
822	0.3175993538
823	0.317472744
824	0.3174080372
825	0.3173405576
826	0.3172507238
827	0.317134769
828	0.3170109534
829	0.3169580936
830	0.3169067407
831	0.3168037271
832	0.316726408
833	0.3166583681
834	0.3166158915
835	0.3164359546
836	0.3163814497
837	0.3161806107
838	0.3160669041
839	0.3159399962
840	0.3158205891
841	0.3157458591
842	0.3156697893
843	0.3155787826
844	0.3154511547
845	0.3153980255
846	0.3153397417
847	0.3152745581
848	0.3151900101
849	0.3151312232
850	0.3150078225
851	0.3149474883
852	0.3148374176
853	0.3146879816
854	0.3146250725
855	0.3145026159
856	0.3144054079
857	0.3143419981
858	0.3142618585
859	0.3141574931
860	0.3140627813
861	0.3139627838
862	0.3138819695
863	0.3138352728
864	0.3137346816
865	0.3136829185
866	0.3136113262
867	0.3135146332
868	0.3134451532
869	0.3133359122
870	0.3132248473
871	0.3131541014
872	0.3130994797
873	0.3130455518
874	0.3129898548
875	0.312893734
876	0.3128073406
877	0.3126599622
878	0.3125034761
879	0.3123944187
880	0.3123375583
881	0.3122348428
882	0.3121221542
883	0.312077198
884	0.3119701862
885	0.3118893147
886	0.31180825
887	0.311733942
888	0.3115498471
889	0.3114741659
890	0.3114093161
891	0.3113194156
892	0.311303153
893	0.3112246895
894	0.3111280489
895	0.3110249329
896	0.3109536052
897	0.310887804
898	0.3108536196
899	0.3107715225
900	0.3105698156
901	0.3105035734
902	0.3104496431
903	0.3104042196
904	0.310348742
905	0.3101385379
906	0.3100427842
907	0.3099940276
908	0.3099035931
909	0.3098163295
910	0.3097445536
911	0.3096927142
912	0.3096435022
913	0.3095930719
914	0.3095202541
915	0.3094991302
916	0.3093947506
917	0.3093270111
918	0.3092031455
919	0.3091536117
920	0.3091020274
921	0.3090329933
922	0.3089134312
923	0.3088313794
924	0.3087229443
925	0.3086451054
926	0.3085717845
927	0.3084260869
928	0.3083090544
929	0.3082648468
930	0.3081811714
931	0.30807621
932	0.3079786777
933	0.3078798199
934	0.3078069496
935	0.3076861095
936	0.3076023555
937	0.307551856
938	0.3074890518
939	0.3073811579
940	0.3073530865
941	0.3072749996
942	0.3072340822
943	0.3071678972
944	0.3071188974
945	0.3070424604
946	0.3069966865
947	0.3068777966
948	0.3068181682
949	0.3066800022
950	0.3065782642
951	0.3065281868
952	0.3064375496
953	0.3063558054
954	0.3062662172
955	0.3062258005
956	0.3061816597
957	0.3060987425
958	0.306037004
959	0.305946703
960	0.3058874059
961	0.3057852578
962	0.3057367373
963	0.305632391
964	0.3055579805
965	0.3054978085
966	0.3053920245
967	0.3052966309
968	0.3052271938
969	0.30516325
970	0.3050695658
971	0.3049938512
972	0.3049743891
973	0.3048983669
974	0.3048302984
975	0.3047582054
976	0.3046712279
977	0.3046282434
978	0.3045665622
979	0.304476757
980	0.3044203091
981	0.3043621206
982	0.3043215442
983	0.304230814
984	0.304130888
985	0.3040682507
986	0.3040406752
987	0.3039072227
988	0.303804965
989	0.303713994
990	0.303641932
991	0.3035902095
992	0.3034794617
993	0.3033932161
994	0.3032925558
995	0.3032166767
996	0.3031460142
997	0.3031141853
998	0.3030683088
999	0.3029898405

